,Country,class,Headlines,Snippets,Year
7051,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7052,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7053,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7054,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7055,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7056,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7057,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7058,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7059,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7060,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7061,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7062,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7063,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7064,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7065,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7066,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7067,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7068,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
7069,CAR,Unhappy,"Central African Republic, Chad, Zambia Top Global Hunger Index","Hunger levels in developing countries have fallen 29 percent since 2000, but efforts to curb hunger must be accelerated in order to meet an international target to eradicate it by 2030, according to an annual index published on Tuesday.",2016
7070,CAR,Unhappy,Chaos in Central African Republic Imperils Aid Groups’ Work,"Mayhem is spreading, tens of thousands of people have been displaced, and aid groups warn that “we cannot operate in a country where we are the target.”",2017
7071,CAR,Unhappy,Militia Fighters Kill 13 in Central African Republic,Displaced people living in the northern town of Kaga-Bandoro were attacked by militia fighters before United Nations peacekeepers repelled them.,2016
7072,CAR,Unhappy,At Least 30 Killed in Central African Republic Fighting,"Thirty people were killed and 57 others wounded during an attack on refugees by largely Muslim Seleka militia in the north of Central African Republic on Wednesday, U.N. peacekeepers said on Thursday. ",2016
7073,CAR,Unhappy,Fighting in Central African Republic Kills at Least 23,"Fighters from Central African Republic's largely Muslim Seleka militia attacked refugees in the country's remote north on Wednesday, stabbing or hacking to death 13 people before U.N. peacekeepers repelled them, killing at least 10, officials said...",2016
7074,CAR,Unhappy,Win a Trip in 2018!,Apply to win a reporting trip to the developing world.,2017
7075,CAR,Unhappy,Central African Republic Worst Country in the World for Young People &#8211; Study,"Little or no access to education and healthcare, poor job prospects and low participation levels in politics make the Central African Republic the worst country in the world to be a young person, an index by a group representing Commonwealth count...",2016
7076,CAR,Unhappy,Fighting in Central African Republic Kills at Least 20,A local radio station and residents say that fighting between rival rebels groups in Central African Republic has killed at least 20 people.,2016
7077,CAR,Unhappy,"Fighting in Central African Republic Kills 30, UN Says","Fighters with the former Seleka rebel group attacked a northern town in Central African Republic overnight Wednesday, and clashes left at least 30 dead and 57 wounded as United Nations peacekeepers confronted them, the U.N. said.",2016
7078,CAR,Unhappy,U.N. Peacekeepers Accused of Rape in Central African Republic,A Human Rights Watch report on abuse by peacekeepers in Central African Republic added to what the United Nations has called a serious problem.,2016
